date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,consumer_complaint_narrative,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
03/26/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 
",,"CCS Financial Services, Inc.",AR,720XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302634
03/26/2015,Credit card,,Credit line increase/decrease,,"On or about XXXX XXXX I have been sending Letters to XXXX and XXXX with respects to reporting my Bloomingdale 's account 60 days late, when in fact it was not. Each response I received was that it was "" previously verified ''. 
I also made contact with Bloomingdale 's in XXXX XXXX, and spoke with a customer service representative requesting that they investigate this information and to date this matter has not been resolved. 
Bloomingdales and XXXX are reporting my account 60 days late when in fact it was not. Each letter sent is being responded as "" verified '' I made numerous calls and attempting to clarify this and they have not made any resolution. I have explained to the customer service representative how can I be "" current '' in XXXX and "" XXXX '' days late in XXXX XXXX. In addition, on or about XXXX XXXX, XXXX I spoke to a representative by the name of XXXX which informed me that they will issue me a credit for {$1100.00} for billing me for a credit protection program I never signed up for. I was further instructed that I do not need to make my monthly minimum payment of {$110.00} since I was being issued a credit for the above amount. On XXXX XXXX, XXXX, I received an alert from my creditreport.com stating that I was late 30 days with Bloomingdale. 
I immediately contacted Bloomingdales and explained to them what I was instructed and have I know I would have been marked "" 30 days '' late I would have made my payment. XXXX XXXX XXXX advised me that I need to pay {$110.00} and then they will issue me a credit for {$18.00} when I got charged {$35.00} late fees. I was also instructed that I would need to pay the full balance due of {$170.00} in order for Bloomingdale 's to remove the item from my file. I explained to the representative that what they are doing was forcing me to pay for a balance that is not due. My XXXX bill is due XXXX XXXX, XXXX. 
Bloomingdale 'sXXXX and XXXX is defaming my character and adding incorrect information on my credit file when in fact it is not accurate. I have been a customer since XXXX XXXX and have always made my payments timely. This adverse information on my credit file is not showing any potential lender my ability to make payments timely. Bloomingdale 's is merely abusing their authority by placing invalidated information on my file. 
Bloomingdale 'sXXXX and XXXX, act by reporting inaccurate information to my file constitutes fraud under both Federal and State Laws. Due to this fact, Bloomingdale 's, XXXX and XXXX has violated the Fair Credit Reporting Act ; Violation of the Fair Debt Collection Practices Act and have Defamed my character. Simply matching numbers in a database is not sufficient in validating a person 's account. In addition each inquiry to validate a complaint should be treated as a new complaint not only to indicate to a consumer that the matter was "" previously verified ''. I am requesting that these negative items be removed from my file. 
",Company chooses not to provide a public response,Citibank,NY,115XX,,Consent provided,Web,03/26/2015,Closed with monetary relief,Yes,Yes,1302606
03/26/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"i posted an ad on XXXX selling a XXXX. the person responded from XXXX and i was told that i would be making a payment through XXXX using money gram to pay for shipping of an item. when i called XXXX with the information they informed me that the email was not real and that i should contact XXXX and file a fraud complaint. when i contacted XXXX they informed me that the money was already acquired so i am filing this compliant to receive a full refund seeing that the person has scammed in more ways than XXXX, lying about shipping and creating fraudulent XXXX emails and accounts to gain access to me. i feel very used and want to do anything and everything to get back my money. i have filed a case with local law enforcement and will be contacting my attorney as well. 
",,MoneyGram,FL,327XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302678
03/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"My previous Mortgage Servicer sold my loan to Carrington Mortgage Servicing in XXXX 2013.Prior to the transfer, an Escrow Analysis Report was completed and my payment lowered as a result.A few months after the loan transfer was complete i received a new Escrow Analysis that was completely different from what i had been given by my previous servicer.Carrington Mortgage Services or CMS stated i had an Escrow shortage, and as a result my payments would go up.I immediately knew something was not right, but after reading and hearing how poorly this company was rated in customer complaints/reviews, i decided to send in the entire shortage amount to keep my payment from going up.I called CMS service number and was u nable to reach anyone after XXXX.After XXXX days, i spoke to XXXX of their reps to get instruction on sending the amount in.After speaking with the person, i wrote a check and mailed it to their stated address with all information requested.On my next statement i noticed it had been received, but instead of applying my money to the so-called "" shortage '', they put it as being in a suspense account.I called them only to get a very XXXX girl on the phone who blatantly lied to me, telling me she had requested it to be moved into the Escrow account to correct the shortage it was sent for..Needless to say, this did not happen.After calling them XXXX different times and being told the same false information, I am furious at this company for refusing to process my Escrow payment.They had the nerve to send another Escrow Report this month telling me there was now a XXXX shortage, on top of keeping the previous amount i sent in.This Mortgage Servicer is crooked, dishonest and determined to force people into account issues, even if they have current status.Their Customer Service is poorly trained, expected to lie and ranks at the bottom of the list with consumers.Some have had terrible experience with this company, and i fear enough that i am searching for a way out from under this company.Their practice of frauduently increasing mortgage payments through bogus Escrow analysis claims must be stopped.I want my previous servicer back. 
",,"Carrington Mortgage Holdings, LLC.",LA,710XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293814
03/20/2015,Credit reporting,,Incorrect information on credit report,Public record,"HireRight gave inconclusive credit findings to a Company called XXXX and company. I was scheduled to start work for XXXX on XXXX/XXXX/2015. On XXXX/XXXX/2015 I was extended an offer for employment with them. I accepted and received paperwork from HireRight. I received a credit report from XXXX saying that my public records were sent to XXXX, but the address on the report was that of HireRight 's. The credit report had XXXX items that should have be on the report. XXXX showing that of a paid Indiana Tax lie and the other showing a false judgement against me from a check cashing company. There was XXXX also for Indiana state that I did owe and was paid on XXXX/XXXX/2015. HireRight showed these as flags on my credit to XXXX. HireRight did not investigate these thoroughly. As a result XXXX called me on friday XXXX/XXXX/2015 saying not to go in on XXXX/XXXX/2015 and I would start on XXXX/XXXX/2015 and they wanted to discuss HireRight 's flag that they showed. On Monday at the end of business day I got a call from XXXX and the HR rep had pulled my personal credit report and really didnt talk much about my public records. We talked about my personal credit. On Tuesday I received an email from the HR rep saying she and the hiring manger would be talking again on what their thoughts were. Finally, after seeing that I was getting strung along. I reached out in the after hours expressing that maybe it would be best that I pursue other opportunities and that I could see that XXXX was stringing me along. HireRight reported information costing me a job. As a result of this I am now unemployed with bills vastly approaching. I have no way of recoup my losses. I 'm also getting all types of soliciting calls and emails for companies saying things about loans and pay day loans. I didnt receive anything like this until I gave my information to hireright. 
",,"HireRight Solutions, Inc.",IN,463XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293820
03/26/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I submitted a request for loss mitigation options on XXXX/XXXX/XX/XX/2015 My authorized 3rd party left several messages for follow up to confirm documents received and the authorized agent XXXX XXXX would not return calls. Finally when he was reached on XXXX/XXXX/XX/XX/2015 on a recorded line he stated that they refused to review the documents because it was received XXXX days prior to a sale date. He refused to send anything in writing stating this. Please help. I was never notified of the last day for loss mitigation options in writing nor verbal. PLEASE HELP! 
",,Fifth Third Financial Corporation,TN,378XX,,Consent provided,Web,03/26/2015,Closed with non-monetary relief,Yes,No,1302683
03/26/2015,Credit reporting,,Incorrect information on credit report,Account status,"Equifax is erroneously reporting ( XXXX ) significant items on my credit report:XXXX ) A public record of a "" court judgement '' from XXXX NH court ... source XXXX XXXX XXXX the amount of ( {$5000.00} ) This was a small claims court case ... .in which the result was that I lost ( {$600.00} ) ... which I paid immediately..closing the case in XXXX. I can attach the official court documents which support my position. Equifax is reporting this an open court judgment for ( {$5000.00} ). 

XXXX ) Equifax is reporting a public record of a Federal Tax Lien against me from XXXX. This Federal Tax lien was erroneously placed in XXXX, but it was removed from existence ( without having been paid - because it was erroneous. I filed an official IRS Lien Removal Form, which was prompty approved by the IRS. The court of record ( XXXX XXXX NH ) was succesfully updated, and this item came off of the other ( XXXX ) major credit reporting bureuas ... .but Equifax never removed it. 

These ( XXXX ) erroneous items have directly contributed to me being denied an FHA Mortgage through XXXX XXXX bank in XXXX XXXX. I supplied supporting documents to prove this to XXXX XXXX, which they were satisfied with, and subsequently re-submitted through Equifax ... but Equifax refused to remove this erroneous information ... which led to my mortgage application beind denied ... again ... .causing me tremendous financial loss, continuing financial loss ... hardships, and emotional distress. 
",,Equifax,NH,030XX,,Consent provided,Web,03/31/2015,Closed with non-monetary relief,Yes,No,1302615
03/26/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"On XXXX Ocwen Loan Servicing applied an "" inspection fee '' in the amount of {$13.00} to my mortgage balance. This amount was added to the regular monthly statement on the XXXX statement. 
I phoned Ocwen on XXXX. I spoke with an agent and asked for documentation showing that I had agreed in writing to be liable for this charge. Several letters and many phone calls have been exchanged since my initial call on XXXX. To date, Ocwen has neither provided me with documentation proving that I am liable for this charge, nor have they honored my repeated requests to remove the charge from my account. 
",,Ocwen,NJ,074XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302687
03/26/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I resided at XXXX from XXXX ( see attached ), and I had a move out balance of {$110.00}. The apartment collection agency ( XXXX ) posted this on my credit report TWICE. The balance has been paid to XXXX since XXXX XXXX, XX/XX/XXXX ( see attached ), however it is still showing up on all credit bureau as a DEBT and as a DUPLICATE. The collection agency is giving me the run around and it has affected me tremendously, and I need this debt to be removed IMMEDIATELY! 
",Company believes complaint is the result of an isolated error,First Advantage LNS Inc.,TX,770XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1302694
03/26/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"I filed for Chapter XXXX Bankruptcy in XXXX. My mortgage was not included in the bankruptcy. I have continued to make payments to Bank of America XXXX a month, every month, and have never missed a payment or ever been late. Bank of America ( BAC ) debits my account themselves twice a month. On checking my credit reports this year, I found that BAC has given me a negative rating starting XXXX. It started with a N/R rating, then on XXXX it went to an X for unknown. They also stated that this account was closed XXXX/XXXX/XXXX as well as discharged in the bankruptcy of XXXX. Again, IT WAS NOT INCLUDED! I have all my statements from BAC, my bank, and even an escrow account review that begins XXXX and ends XXXX, showing that I have paid every month. The previous credit report that I received in XXXX stated from BAC, that I paid as agreed, was current and never late. And nothing has changed on my end. I have tried to rectify this with BAC and the credit bureaus, but to no avail. However, since I disputed their rating, BAC has retaliated against me by transferring my account to XXXX Mortgage, XXXX, which I have since found out to be a collection agency. And I have read nothing but horror stories about this agency. There was no reason for the adverse credit reports in the first place and certainly no reason to transfer my account to collection agency, since I am current and always on time with my payments. This is a malicious and unconscionable act on the part of BAC. Nor will BAC even speak to me concerning this or the credit reports. I had no idea that there was even a problem with BAC until I saw my credit reports and I do n't understand why they just changed everything, out the blue, when nothing had changed with my payments. I suspect, since their XXXX statements started mentioning the bankruptcy in bold print and that they could foreclose if I default in my agreement ; that by making fraudulent claims, they are trying to set me up for foreclosure. Why they ca n't just do the right and just thing for consumers, is beyond me. It is as if they have a department that does nothing more than figure out ways to steal, disrupt the lives of and just plain defraud their customers. All they had to do was just report the correct information on my credit reports. I ca n't even refinance my home because of the adverse credit reports by BAC. 
",Company chooses not to provide a public response,Bank of America,GA,307XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1301754
03/26/2015,Debt collection,I do not know,Disclosure verification of debt,Not disclosed as an attempt to collect,"I received a call from XXXX with a person claiming to be from Allied Interstate LLC. They asked for me by name and disclosed my SSN. They would not acknowledge why they were calling or what they were calling about. A quick search shows this may be trying to illegally collect a debt. 
",Company believes the complaint is the result of a misunderstanding,Allied Interstate LLC,OR,972XX,,Consent provided,Web,03/26/2015,Closed with non-monetary relief,Yes,No,1302715
03/20/2015,Bank account or service,Other bank product/service,Using a debit or ATM card,,"I received an unsolicited XXXX debit card in the mail from "" netSpend. "", associated with "" XXXX '' - shown in the documents sent with this unsolicited card. 
I have never heard of this company or bank, have never done business with them, and certainly do not accept any unsolicited credit/debit issues. 
Offers of this type can cause serious financial damage if intercepted by a crook. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",GA,303XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1293854
03/26/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"My mortgage was sold to Seterus around XXXX of XX/XX/2014. I had previously sent a payment of {$57.00} to cover an escrow shortage to my prior mortgage company. When my loan transferred, the amount of {$57.00} was credited to my escrow account as of XXXX XXXX, XX/XX/2014, however my payment was a higher amount. I contacted them on XXXX XXXXXX/XX/2014 and was told that they would not be able to credit that amount since it was received by XXXX. They proceeded to tell me my mortgage payment would be increased to {$1100.00} per month and would not be the {$1100.00}. The amount of {$57.00} was listed on my XXXX XXXX statement for the month of XXXX from Seterus as a single payment to my escrow account. Yet, I had to make the higher payment amount of {$110000.00}. 
",,"Seterus, Inc.",FL,326XX,,Consent provided,Web,03/31/2015,Closed with explanation,Yes,No,1302720
03/26/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 
",,Encore Capital Group,AR,720XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302637
03/26/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"PNC Mortgage forces me to pay {$7.00} fee each time to make a payment online, even if weeks prior to the due date. They either force you to bank with them, which I do n't. Force you to setup recurring monthly payments, which because I get paid bi-weekly, I do n't want to sign up for as I pay my mortgage early, but differently each month. The last option is to send them a check, which still costs me money because I do n't write checks. 
",,PNC Bank N.A.,IL,606XX,,Consent provided,Web,04-01-2015,Closed with explanation,Yes,Yes,1301711
03/20/2015,Debt collection,Federal student loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"I am writing on behalf of my XXXX year old XXXX. She is paying on her grandson 's XXXX XXXX XXXX loan, however they call her day and night requesting that she pay it off in full or they demand a very large payment. They threaten her with foreclosure and lawsuits. She pays monthly and they still call, they even call her on holidays. She asks them to stop calling and has put it in writing and the harassing calls continue. They 've told her they 'll call when ever they want and will continue until she pays off the loan. These calls are making her XXXX and I need to know what we can do to stop this harassment? 
",,"Navient Solutions, Inc.",FL,346XX,Older American,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1293867
03/26/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 

I WANT THIS ACCOUNT REMOVED FROM MY CREDIT REPORT AND THIS COMPANY TO STOP CALLING ME IMMEDIATELY! 
",Company can't verify or dispute the facts in the complaint,"NRA Group, LLC",PA,176XX,,Consent provided,Web,04-01-2015,Closed,Yes,No,1301888
03/26/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Having problems with customer service,"I have received notice from my student lender, Navient, that they are not receiving my payments. My payments are however automatically made from my bank account for years to the previous company, XXXX XXXX, and I have never had a problem. This issue began in the last month when my check was, for the first time, not cashed by Navient. I have tried contacting them through an online form and received no response. I tried calling them at the customer support number on their website, and the number goes into a never ending loop where an actual customer service agent never answers the phone. As I have never been late for a payment, have impeccable credit and now risk an implication on my record due to the company 's own inability to manage its clients, I am filing a complaint in an effort to expedite a resolution. My automatic payment has gone to XXXX XXXX again for my XXXX payment as per the regular monthly schedule, and I fear it will also not be collected. In the absence of a conversation with Navient I am however unable to resolve this issue and therefore require assistance. 
",,"Navient Solutions, Inc.",TX,770XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1302743
03/20/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"I have called Chase Lien Department XXXX times over the course of 10 days. It has been an average of XXXX calls a day to get a copy of a certificate of satisfaction on a mortgage I paid in full in XXXX, I am constantly told a request has been submitted and have yet to receive a copy of the documentation. I am a XXXX employee currently XXXX and have spent XXXX dollars in phone calls with no results. The problem is an incorrect recording of the satisfaction of my mortgage in XX/XX/XXXX -- a Chase mistake. Chase claims XXXX to have sent the corrected certificate of satisfaction for recording to the county of XXXX Virginia in the XXXX 10 days, but the County has no record of receiving the XXXX mailing and according to Chase rejected the Certificate when Chase after many phone calls from me sent the Certificate of Satisfaction to the County electronically. The rejection is probably due to additional mistakes on the part of Chase. At this point I want to file a formal complaint against Chase and am seeking redress. Average phone times have been anywhere from XXXX minutes to XXXX hour. I have spent at least XXXX hours on the phone during the last 10 days. Chase is jeopardizing my ability to go to settlement on a home equity loan I have applied for with my Credit Union. In addition, I am speaking to what appears to be a call center where the ability to provide the documentation I need does not appear to exist. Frankly, I am shocked by the poor customer service by the lien research department and the numerous mistakes Chase has made. I thought this was a reputable bank. I want to note that the workers in the call center are very polite and helpful but they are not empowered to do anything to help me The problem seems to be in the lien research department. 
",,JPMorgan Chase & Co.,AE,098XX,,Consent provided,Web,03/26/2015,Closed with monetary relief,Yes,Yes,1293871
03/20/2015,Credit reporting,,Incorrect information on credit report,Account status,"Hello, mortgage : XXXX XXXX in dispute : XXXX XXXX report # XXXX XX/XX/XXXX, I contacted Experian to dispute a delinquent payment on my credit report. I was advised the mortgage company had to correct the late pay and resubmit to the credit bureau. I sent my mortgage company a copy of my XXXX postal tracking # It was mailed as a 2 day priority. 
As of today, this is STILL showing delinquent on the credit reports. Per Experian, they closed my dispute in XXXX hours, referred me to my mortgage company and to date, have not corrected or removed my late payment as an error or acknowledged as such. 
EACH late pay cost me XXXX points on my credit report. For them to force a lower score on me is questionable and unethical. It appears that they use "" late pays '' as a means to force people to purchase their credit products. 
Today, XX/XX/XXXX I contacted my mortgage company yet Again and was advised the XX/XX/XXXX is showing current in their system. 
Please advise. Thank you for your time. 
*******************IF you choose to publish this, PLEASE REMOVE MY CREDIT REPORT NUMBER! THANK YOU! ************************************************************** 
",Company chooses not to provide a public response,Experian,MD,212XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1294128
03/26/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"I have a plumbing leak in my hall bathroom. I contacted my homeowner 's insurance company XXXX XXXX XXXX XXXX and filed a claim. Today I have found out that the check they issued is to me and Seterus, the mortgage service. In order to cash this check to complete the repairs to my bathroom I need Seterus to endorse the check. Upon contacting Seterus, they said we need to file a claim with them for the plumbing and water damage as we did with our insurance company. They will send out paperwork to be filed out by us and to allow 5-7 business days for us to receive the paper work. Then we need to send them back the paperwork along with the check so they can endorse it. Once they have received our claim and the check, we need to allow them 3 more business days to review our claim and endorse the check. Then they will mail it back to us and we need to allow additional 5-7 business days to receive it. This process which was started on XXXX XXXX with our initial call to the insurance company and has already taken 3 weeks and been extended by an additional 4 weeks because of Seterus, the mortgage servicer. I have no guarantee that I will even receive everything back by the week of XXXX XXXX. In the meantime we do not have full use of our hall bathroom for now a minimum of 7 weeks plus whatever the amount of time for contractors and plumbers to be able to repair the pipe, walls and tile. This is an unjust way to do business and I feel the practices of Seterus need to be investigated. 
",,"Seterus, Inc.",FL,326XX,,Consent provided,Web,03/31/2015,Closed with explanation,Yes,Yes,1302722
03/26/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"Nationstar Mortgage requested information that was unnecessary ( confirmation of SSN for tax purposes, even though the institution had already sent a tax form and clearly had this information. They also did not include a postage-paid business reply envelope, as is good practice for business mail. I responded to this and paid postage myself to get this to them reliably. After being told the notice was in error, I have requested that they refund postage. They have refused and additionally, sent me someone else 's information (!! ) in a response. They keep insisting they sent a response envelope that was paid, while a quick glance on XXXX for this joke of a lender would tell you that no-one got such a paid return envelope. Bad practices and privacy violations are just the tip of the iceberg with these guys, but it 's a place to start. 
",,Nationstar Mortgage,MA,024XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1302771
03/26/2015,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,"Like many other Americans, I have voluntarily initiated security freezes on all of my credit profiles at Transunion, XXXX and XXXX. This helps me sleep better at night knowing a fraudster ca n't open an account in my name without my explicit permission. 

The complaint I have is that not only do I have to pay {$10.00} to these companies to initiate the freeze, I also have to pay {$10.00} to each XXXX separately, every time I want to apply for a credit product. In some cases I am forced to pay {$30.00} out of pocket. I take issue with this because the problem of identity theft is largely attributable to these very organizations who provide my financial information to anyone who asks for it, "" willy-nilly '' without any sort of authentication or identity verification. So even though these companies are responsible for the problem, if I want to do something to prevent it ultimately I have to pay. 

I am requesting that the CFPB require, or simply encourage these companies to provide this service free of charge to American consumers. By doing so they will be helping to more easily prevent the serious issue of identity theft, as well as avoid more costly requirements that may come their way in the form of legislation aimed at combating the problem. Thanks for your time, XXXX XXXX 
",,"TransUnion Intermediate Holdings, Inc.",CA,958XX,,Consent provided,Web,04-01-2015,Closed with explanation,Yes,No,1302788
03/20/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"Paypal blocked my account because I signed in from a foreign location. I am a XXXX and am abroad almost all the time. I called their resolution center several times, answered all the security questions successfully, and reset my password. All to no avail. In frustration, I asked that my account be closed and that my credit balance of {$93.00} be returned to my bank account on record ( it is the same account I have been using for years ). In true XXXX fashion, paypal refused to close my account because it is blocked ( by them ) and referred me back to their resolution center which was unable to resolve the problem. I emailed them several demanding that my account be closed and the my funds be returned to my bank account in the US that they have been using without a problem for year. They are crooks and I will never do business with them again but I need help in closing my account and getting my money back. They ca n't just block valid accounts willy nilly. 
",,"PayPal Holdings, Inc.",VA,201XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,Yes,1293900
03/20/2015,Credit card,,Closing/Cancelling account,,"My corporation dissolved in XXXX of 2013. I had XXXX credit cards that were issued to my corporation - I never signed personal guarantees. After I lost my business, I began receiving bills and collection notices for these XXXX revolving accounts. I asked these creditors to provide proof of my personal responsibility, and not as an XXXX corporation. After many months and years of correspondence, they still have not provided proof. I had my attorney correspond and we still received no evidence of my personal responsibility. I am a veteran and these old collection accounts are affecting my credit which is keeping me from lowering my interest rate with my XXXX. 
",,Capital One,OR,974XX,"Older American, Servicemember",Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293902
03/20/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,,"I have a XXXX Paypal accounts. Sometimes I transfer between them and also I have sold things to others and they pay me with PayPal Cash cards, which I can deposit into my PP account. Which I do. Paypal states this is high risk to "" them '' and froze my account. They state my account is frozen for 6 months. I have over {$1000.00} in this account. They simply freeze it. This is not right and not fair and even if I agreed with the risk factor, 6 months is simply way too long to "" see '' if there is a chargeback or anything else. They keep and use others money for Free at their whim. 
",,"PayPal Holdings, Inc.",FL,334XX,Older American,Consent provided,Web,03/24/2015,Closed with non-monetary relief,Yes,No,1293914
03/26/2015,Bank account or service,Savings account,Deposits and withdrawals,,"Account holder : XXXX XXXX XXXX XXXX & Bank of America XXXX XXXX XXXX branch My name is XXXX XXXX, my husband XXXX XXXX XXXX XXXX XXXX and I are Bank of America customers at XXXX XXXX XXXX branch and XXXX XXXX. The account in my name only, because at the time my husband and I discussed, agreed of opening "" join account '' at Bank of America XXXX XXXX XXXX branch and XXXX XXXX with my name first while my husband XXXX XXXX XXXX serving in XXXX as XXXX XXXX XXXX he was unable to come to the bank together with me for open the XXXX accounts, saving and checking. 
During the time I was opening the XXXX accounts, I told the bank clerk, it is join account with my husband, family account, but my husband is XXXX, I will add his name to the account after he come home. 
Electronic transfer verification by XXXX XXXX : After we opened an account with XXXX XXXX, an account in my name but because family account hold both of us money, I handed online access to my husband XXXX XXXX, and I understood of electronic verification was after we input our Bank of America account information into XXXX Bank our account record, XXXX made XXXX small deposit amounts in our Bank of America, and XXXX XXXX provided screen after customers login, check box of account, click "" verify '' the next screen provided XXXX boxes for filled in XXXX small amounts XXXX XXXX deposited in our Bank of America account! 
Evidences from written online line conversation, XXXX XXXX, 2015, my husband XXXX XXXX XXXX wrote included in the file attachment : - The company already call back the transfer, so ( you ) need of you going to BOA morning. 
- I got email that the call back the funds and will refund soon as I return to US soil. 
- I have no way to get hold of the airfare/ Honey you accuse me wrongly because I not the XXXX stopped transfer, the company manage funds did and I will personally sue them. 
- Honey the company managing my funds caused this financial fraud, but let me come to XXXX XXXX and deal with them myself. 
Evidences showed the debit hold on my saving account for {$XXXX} is serious felony crimes of fraud committed by XXXX XXXX and my husband XXXX XXXX XXXX managing his funds company! 
XXXX, the XXXX time by telephone, XXXX XXXX XXXX on XXXX XXXX, 2015 I went in the branch met with branch manager XXXX, presented evidences of the "" Fraud Debit Hold '' originated from XXXX XXXX was felony crimes of FRAUD committed by the company manage my husband funds and XXXX XXXX, both time Bank of America told me, Bank of America ca n't release the hold, because the hold placed by XXXX XXXX XXXX XXXX Bank must call Bank of America the same number they call for release and Bank of America release the hold. I just spoke to XXXX, after I explained to him the facts, he told me to contact Consumer Financial Protection Bureau, who oversee banks operation. He also said to me, "" Bank of America can release the hold, they do n't have to realize on other bank for release! "" I request Bank of America immediately remove the "" Fraud Debit Hold '' Fraudulently placed on my account by XXXX XXXX and my husband company who managing his funds while he in XXXX, for us have access to our money for my husband XXXX XXXX XXXX XXXX pay for airfare to leave XXXX tomorrow, XXXX XXXX, 2015 back to XXXX XXXX, California, USA, and also for us to pay our bills for our business in XXXX. 
I appreciated for your immediately actions. 
XXXX XXXX XXXX XXXX XXXX, CA XXXX ( XXXX XXXX XXXX, XXXX. ( XXXX ) XXXX 
",Company chooses not to provide a public response,Bank of America,CA,921XX,Servicemember,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1302806
03/26/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"I have sent this company a debt validation letter as I do not believe that they have a right to collect this debt and/or report it on my credit report. This company has not sent me any reply to my debt validation. 

They have also unfairly changed the status of the collection account on my credit report to say "" consumer disputes this account information Collection account ''. This is unfair as I have only asked them to validate the debt and have not formally disputed it. 
",,Encore Capital Group,CA,941XX,,Consent provided,Web,03/31/2015,Closed with explanation,Yes,No,1302531
03/20/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"I opened an account with Bank of America in XXXX. I had been a faithful customer with them for 10 years and never owed them any money. I had a credit card like I said opened in or around XXXX but they offered me a 0 % APR FOR A YEAR I kept asking the terms about this but they just kept telling that I could get any loan without an APR if I did this within one year as that was as long as this offer was good for. They said nothing about additional APR % charges either. It was my XXXX time so I fell for it. Turns out that AFTER ONE YEAR the loan had to be paid off or I was charged an outrageous amount of 29 %. I could not pay them all the money back because I lost my job but kept trying to. They would in no way work with me on this and financially the loan was closed in about XXXX. That was after they took advantage of me by charging late charges etc. Now the worst part is this they are lying about when this was charged off ( XXXX ) so it will not fall off my credit report after 7 years. When I approached them they just sent it to a collection agency XXXX XXXX. Whats even worse they just put that the loan was opened or charged off in XXXX and even put that as the charge off day every year from then on!! So in other words this charged off loan keeps on my record being updated every year and probably will never fall of my record at all since it is past the 7 year deadline. I gave my information and the Bank or XXXX XXXX can remove it from the XXXX credit bureaus so myself and my children will not suffer from no loans. 
",Company chooses not to provide a public response,Bank of America,CA,926XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,Yes,1293926
